,specimen_prediction,Id,paper
19559, WPA UF404 ,"FOSSIL PALMS (ARECACEAE, CORYPHOIDEAE) ASSOCIATED WITH JUVENILE HERBIVOROUS DINOSAURS IN THE UPPER CRETACEOUS AGUJA FORMATION, BIG BEND NATIONAL PARK, TEXAS",9
19563, TMM 42534 ,"FOSSIL PALMS (ARECACEAE, CORYPHOIDEAE) ASSOCIATED WITH JUVENILE HERBIVOROUS DINOSAURS IN THE UPPER CRETACEOUS AGUJA FORMATION, BIG BEND NATIONAL PARK, TEXAS,FOSSIL PALMS (ARECACEAE, CORYPHOIDEAE) ASSOCIATED WITH JUVENILE HERBIVOROUS DINOSAURS IN THE UPPER CRETACEOUS AGUJA FORMATION, BIG BEND NATIONAL PARK, TEXAS,FOSSIL PALMS (ARECACEAE, CORYPHOIDEAE) ASSOCIATED WITH JUVENILE HERBIVOROUS DINOSAURS IN THE UPPER CRETACEOUS AGUJA FORMATION, BIG BEND NATIONAL PARK, TEXAS",9
19608, TMM 43163 ,"FOSSIL PALMS (ARECACEAE, CORYPHOIDEAE) ASSOCIATED WITH JUVENILE HERBIVOROUS DINOSAURS IN THE UPPER CRETACEOUS AGUJA FORMATION, BIG BEND NATIONAL PARK, TEXAS",9
19638, TMM refers to ,,0
19645, TMM 30966 278 TMM 30966 518 TMM 30966 519 TMM 30966 26 TMM 30966 ,,0
19646, TMM 30966 278 TMM 30966 518 ,,0
19652, TMM 30966 519 TMM 30966 26 ,,0
19654, TMM 30966 ,,0
19671, TMM 31099 11 ,"Malerisaurus langstoni, a new diapsid reptile from the Triassic of Texas,Malerisaurus langstoni, a new diapsid reptile from the Triassic of Texas,Malerisaurus langstoni, a new diapsid reptile from the Triassic of Texas",13
19836, JVP 6 4 ,"Malerisaurus langstoni, a new diapsid reptile from the Triassic of Texas,Malerisaurus langstoni, a new diapsid reptile from the Triassic of Texas",13
19968, NMMNH locality 3775 ,"NEW OCCURRENCE OF TRILOPHOSAURUS(REPTILIA: CHOSAUROMORPHA) FROM THE UPPER TRIASSIC OF WEST TEXAS AND ITS BIOCHRONOLOGICAL SIGNIFICANCE,NEW OCCURRENCE OF TRILOPHOSAURUS(REPTILIA: CHOSAUROMORPHA) FROM THE UPPER TRIASSIC OF WEST TEXAS AND ITS BIOCHRONOLOGICAL SIGNIFICANCE,NEW OCCURRENCE OF TRILOPHOSAURUS(REPTILIA: CHOSAUROMORPHA) FROM THE UPPER TRIASSIC OF WEST TEXAS AND ITS BIOCHRONOLOGICAL SIGNIFICANCE,NEW OCCURRENCE OF TRILOPHOSAURUS(REPTILIA: CHOSAUROMORPHA) FROM THE UPPER TRIASSIC OF WEST TEXAS AND ITS BIOCHRONOLOGICAL SIGNIFICANCE,NEW OCCURRENCE OF TRILOPHOSAURUS(REPTILIA: CHOSAUROMORPHA) FROM THE UPPER TRIASSIC OF WEST TEXAS AND ITS BIOCHRONOLOGICAL SIGNIFICANCE",14
19985, NMMNH P 29959 ,"NEW OCCURRENCE OF TRILOPHOSAURUS(REPTILIA: CHOSAUROMORPHA) FROM THE UPPER TRIASSIC OF WEST TEXAS AND ITS BIOCHRONOLOGICAL SIGNIFICANCE,NEW OCCURRENCE OF TRILOPHOSAURUS(REPTILIA: CHOSAUROMORPHA) FROM THE UPPER TRIASSIC OF WEST TEXAS AND ITS BIOCHRONOLOGICAL SIGNIFICANCE",14
19987, NMMNH P 341011eft humerus ,NEW OCCURRENCE OF TRILOPHOSAURUS(REPTILIA: CHOSAUROMORPHA) FROM THE UPPER TRIASSIC OF WEST TEXAS AND ITS BIOCHRONOLOGICAL SIGNIFICANCE,14
19988, NMMNH P 34 102 ,NEW OCCURRENCE OF TRILOPHOSAURUS(REPTILIA: CHOSAUROMORPHA) FROM THE UPPER TRIASSIC OF WEST TEXAS AND ITS BIOCHRONOLOGICAL SIGNIFICANCE,14
19989, NMMNH P 29954 ,"NEW OCCURRENCE OF TRILOPHOSAURUS(REPTILIA: CHOSAUROMORPHA) FROM THE UPPER TRIASSIC OF WEST TEXAS AND ITS BIOCHRONOLOGICAL SIGNIFICANCE,NEW OCCURRENCE OF TRILOPHOSAURUS(REPTILIA: CHOSAUROMORPHA) FROM THE UPPER TRIASSIC OF WEST TEXAS AND ITS BIOCHRONOLOGICAL SIGNIFICANCE",14
19999, NMMNH locality ,NEW OCCURRENCE OF TRILOPHOSAURUS(REPTILIA: CHOSAUROMORPHA) FROM THE UPPER TRIASSIC OF WEST TEXAS AND ITS BIOCHRONOLOGICAL SIGNIFICANCE,14
20017, NMMNH P 29959 is ,NEW OCCURRENCE OF TRILOPHOSAURUS(REPTILIA: CHOSAUROMORPHA) FROM THE UPPER TRIASSIC OF WEST TEXAS AND ITS BIOCHRONOLOGICAL SIGNIFICANCE,14
20019, TMM specimens ,NEW OCCURRENCE OF TRILOPHOSAURUS(REPTILIA: CHOSAUROMORPHA) FROM THE UPPER TRIASSIC OF WEST TEXAS AND ITS BIOCHRONOLOGICAL SIGNIFICANCE,14
20025, NMMNH P 29960 NMMNH similarly broad ,NEW OCCURRENCE OF TRILOPHOSAURUS(REPTILIA: CHOSAUROMORPHA) FROM THE UPPER TRIASSIC OF WEST TEXAS AND ITS BIOCHRONOLOGICAL SIGNIFICANCE,14
20027, NMMNH P 29959 as ,NEW OCCURRENCE OF TRILOPHOSAURUS(REPTILIA: CHOSAUROMORPHA) FROM THE UPPER TRIASSIC OF WEST TEXAS AND ITS BIOCHRONOLOGICAL SIGNIFICANCE,14
20030, NMMNH P 29960 ,NEW OCCURRENCE OF TRILOPHOSAURUS(REPTILIA: CHOSAUROMORPHA) FROM THE UPPER TRIASSIC OF WEST TEXAS AND ITS BIOCHRONOLOGICAL SIGNIFICANCE,14
20034, NMMNH P 29959 and ,NEW OCCURRENCE OF TRILOPHOSAURUS(REPTILIA: CHOSAUROMORPHA) FROM THE UPPER TRIASSIC OF WEST TEXAS AND ITS BIOCHRONOLOGICAL SIGNIFICANCE,14
20035, NMMNH P 34101 ,NEW OCCURRENCE OF TRILOPHOSAURUS(REPTILIA: CHOSAUROMORPHA) FROM THE UPPER TRIASSIC OF WEST TEXAS AND ITS BIOCHRONOLOGICAL SIGNIFICANCE,14
20041, NMMNH P 34102 ,NEW OCCURRENCE OF TRILOPHOSAURUS(REPTILIA: CHOSAUROMORPHA) FROM THE UPPER TRIASSIC OF WEST TEXAS AND ITS BIOCHRONOLOGICAL SIGNIFICANCE,14
20049, NMMNH P 34104 ,NEW OCCURRENCE OF TRILOPHOSAURUS(REPTILIA: CHOSAUROMORPHA) FROM THE UPPER TRIASSIC OF WEST TEXAS AND ITS BIOCHRONOLOGICAL SIGNIFICANCE,14
20052, NMMNH P 341 03 ,NEW OCCURRENCE OF TRILOPHOSAURUS(REPTILIA: CHOSAUROMORPHA) FROM THE UPPER TRIASSIC OF WEST TEXAS AND ITS BIOCHRONOLOGICAL SIGNIFICANCE,14
20058, NMMNH P 34106 ,"NEW OCCURRENCE OF TRILOPHOSAURUS(REPTILIA: CHOSAUROMORPHA) FROM THE UPPER TRIASSIC OF WEST TEXAS AND ITS BIOCHRONOLOGICAL SIGNIFICANCE,NEW OCCURRENCE OF TRILOPHOSAURUS(REPTILIA: CHOSAUROMORPHA) FROM THE UPPER TRIASSIC OF WEST TEXAS AND ITS BIOCHRONOLOGICAL SIGNIFICANCE",14
20071, NMMNH P 34106 is ,NEW OCCURRENCE OF TRILOPHOSAURUS(REPTILIA: CHOSAUROMORPHA) FROM THE UPPER TRIASSIC OF WEST TEXAS AND ITS BIOCHRONOLOGICAL SIGNIFICANCE,14
20073, NMMNH 106 ,NEW OCCURRENCE OF TRILOPHOSAURUS(REPTILIA: CHOSAUROMORPHA) FROM THE UPPER TRIASSIC OF WEST TEXAS AND ITS BIOCHRONOLOGICAL SIGNIFICANCE,14
20079, NMMNH P 34123 34127 ,NEW OCCURRENCE OF TRILOPHOSAURUS(REPTILIA: CHOSAUROMORPHA) FROM THE UPPER TRIASSIC OF WEST TEXAS AND ITS BIOCHRONOLOGICAL SIGNIFICANCE,14
20086, NMMNH P 34107 ,NEW OCCURRENCE OF TRILOPHOSAURUS(REPTILIA: CHOSAUROMORPHA) FROM THE UPPER TRIASSIC OF WEST TEXAS AND ITS BIOCHRONOLOGICAL SIGNIFICANCE,14
20087, NMMNH P 29956 ,NEW OCCURRENCE OF TRILOPHOSAURUS(REPTILIA: CHOSAUROMORPHA) FROM THE UPPER TRIASSIC OF WEST TEXAS AND ITS BIOCHRONOLOGICAL SIGNIFICANCE,14
20088, NMMNH P 29957 ,NEW OCCURRENCE OF TRILOPHOSAURUS(REPTILIA: CHOSAUROMORPHA) FROM THE UPPER TRIASSIC OF WEST TEXAS AND ITS BIOCHRONOLOGICAL SIGNIFICANCE,14
20089, NMMNH P 34117 ,NEW OCCURRENCE OF TRILOPHOSAURUS(REPTILIA: CHOSAUROMORPHA) FROM THE UPPER TRIASSIC OF WEST TEXAS AND ITS BIOCHRONOLOGICAL SIGNIFICANCE,14
20094, NMMNH P 29952 ,NEW OCCURRENCE OF TRILOPHOSAURUS(REPTILIA: CHOSAUROMORPHA) FROM THE UPPER TRIASSIC OF WEST TEXAS AND ITS BIOCHRONOLOGICAL SIGNIFICANCE,14
20114, MNA V7064 ,"NEW OCCURRENCE OF TRILOPHOSAURUS(REPTILIA: CHOSAUROMORPHA) FROM THE UPPER TRIASSIC OF WEST TEXAS AND ITS BIOCHRONOLOGICAL SIGNIFICANCE,NEW OCCURRENCE OF TRILOPHOSAURUS(REPTILIA: CHOSAUROMORPHA) FROM THE UPPER TRIASSIC OF WEST TEXAS AND ITS BIOCHRONOLOGICAL SIGNIFICANCE,NEW OCCURRENCE OF TRILOPHOSAURUS(REPTILIA: CHOSAUROMORPHA) FROM THE UPPER TRIASSIC OF WEST TEXAS AND ITS BIOCHRONOLOGICAL SIGNIFICANCE",14
20142, FARB 21531 TMM 41541 TTU 542 UTEP P 25 ,,0
20144, TMM 46052 1 ,",,,,,,,,,,,,,,,,",0
20189, TMM 46028 1 ,,0
20194, TMM 46052 ,,0
20203, TTU 542 TMM41541 1 ,,0
20204, TTU 542 ,,0
20205, UTEP P 25 ,,0
20209, AMNH FARB TMM 41541 AMNH FARB UTEP P 25 TMM 46052 ,,0
20214, FARB 21531 TTU 542 TMM 46052 UTEP P 25 TMM 41541 ,,0
20215, TMM 46052 1 TTU 542 ,,0
20220, FARB 21531 TMM 41541 1 ,,0
20223, TMM 46052 TTU 542 UTEP P 25 ,,0
20235, Murry 1987 ,"REVISION OF THE ARCHOSAUROMORPH REPTILE TRILOPHOSAURUS, WITH A DESCRIPTION OF THE FIRST SKULL OF TRILOPHOSAURUS JACOBSI, FROM THE UPPER TRIASSIC CHINLE GROUP, WEST TEXAS, USA,REVISION OF THE ARCHOSAUROMORPH REPTILE TRILOPHOSAURUS, WITH A DESCRIPTION OF THE FIRST SKULL OF TRILOPHOSAURUS JACOBSI, FROM THE UPPER TRIASSIC CHINLE GROUP, WEST TEXAS, USA",20
20240, WPA ,"REVISION OF THE ARCHOSAUROMORPH REPTILE TRILOPHOSAURUS, WITH A DESCRIPTION OF THE FIRST SKULL OF TRILOPHOSAURUS JACOBSI, FROM THE UPPER TRIASSIC CHINLE GROUP, WEST TEXAS, USA,REVISION OF THE ARCHOSAUROMORPH REPTILE TRILOPHOSAURUS, WITH A DESCRIPTION OF THE FIRST SKULL OF TRILOPHOSAURUS JACOBSI, FROM THE UPPER TRIASSIC CHINLE GROUP, WEST TEXAS, USA,REVISION OF THE ARCHOSAUROMORPH REPTILE TRILOPHOSAURUS, WITH A DESCRIPTION OF THE FIRST SKULL OF TRILOPHOSAURUS JACOBSI, FROM THE UPPER TRIASSIC CHINLE GROUP, WEST TEXAS, USA,REVISION OF THE ARCHOSAUROMORPH REPTILE TRILOPHOSAURUS, WITH A DESCRIPTION OF THE FIRST SKULL OF TRILOPHOSAURUS JACOBSI, FROM THE UPPER TRIASSIC CHINLE GROUP, WEST TEXAS, USA",20
20258, NMMNH locality 3775 ,"REVISION OF THE ARCHOSAUROMORPH REPTILE TRILOPHOSAURUS, WITH A DESCRIPTION OF THE FIRST SKULL OF TRILOPHOSAURUS JACOBSI, FROM THE UPPER TRIASSIC CHINLE GROUP, WEST TEXAS, USA,REVISION OF THE ARCHOSAUROMORPH REPTILE TRILOPHOSAURUS, WITH A DESCRIPTION OF THE FIRST SKULL OF TRILOPHOSAURUS JACOBSI, FROM THE UPPER TRIASSIC CHINLE GROUP, WEST TEXAS, USA,REVISION OF THE ARCHOSAUROMORPH REPTILE TRILOPHOSAURUS, WITH A DESCRIPTION OF THE FIRST SKULL OF TRILOPHOSAURUS JACOBSI, FROM THE UPPER TRIASSIC CHINLE GROUP, WEST TEXAS, USA,REVISION OF THE ARCHOSAUROMORPH REPTILE TRILOPHOSAURUS, WITH A DESCRIPTION OF THE FIRST SKULL OF TRILOPHOSAURUS JACOBSI, FROM THE UPPER TRIASSIC CHINLE GROUP, WEST TEXAS, USA,REVISION OF THE ARCHOSAUROMORPH REPTILE TRILOPHOSAURUS, WITH A DESCRIPTION OF THE FIRST SKULL OF TRILOPHOSAURUS JACOBSI, FROM THE UPPER TRIASSIC CHINLE GROUP, WEST TEXAS, USA,REVISION OF THE ARCHOSAUROMORPH REPTILE TRILOPHOSAURUS, WITH A DESCRIPTION OF THE FIRST SKULL OF TRILOPHOSAURUS JACOBSI, FROM THE UPPER TRIASSIC CHINLE GROUP, WEST TEXAS, USA",20
20282, NMMNH locality 3776 ,"REVISION OF THE ARCHOSAUROMORPH REPTILE TRILOPHOSAURUS, WITH A DESCRIPTION OF THE FIRST SKULL OF TRILOPHOSAURUS JACOBSI, FROM THE UPPER TRIASSIC CHINLE GROUP, WEST TEXAS, USA",20
20285, NMMNH locality ,"REVISION OF THE ARCHOSAUROMORPH REPTILE TRILOPHOSAURUS, WITH A DESCRIPTION OF THE FIRST SKULL OF TRILOPHOSAURUS JACOBSI, FROM THE UPPER TRIASSIC CHINLE GROUP, WEST TEXAS, USA",20
20314, NMMNH P 34291 ,"REVISION OF THE ARCHOSAUROMORPH REPTILE TRILOPHOSAURUS, WITH A DESCRIPTION OF THE FIRST SKULL OF TRILOPHOSAURUS JACOBSI, FROM THE UPPER TRIASSIC CHINLE GROUP, WEST TEXAS, USA",20
20318, UMMP 2338 ,"REVISION OF THE ARCHOSAUROMORPH REPTILE TRILOPHOSAURUS, WITH A DESCRIPTION OF THE FIRST SKULL OF TRILOPHOSAURUS JACOBSI, FROM THE UPPER TRIASSIC CHINLE GROUP, WEST TEXAS, USA",20
20333, UMMP 2339 UMMP 2338 ,"REVISION OF THE ARCHOSAUROMORPH REPTILE TRILOPHOSAURUS, WITH A DESCRIPTION OF THE FIRST SKULL OF TRILOPHOSAURUS JACOBSI, FROM THE UPPER TRIASSIC CHINLE GROUP, WEST TEXAS, USA",20
20353, MNA V3193 MNA V3194 MNA V3195 ,"REVISION OF THE ARCHOSAUROMORPH REPTILE TRILOPHOSAURUS, WITH A DESCRIPTION OF THE FIRST SKULL OF TRILOPHOSAURUS JACOBSI, FROM THE UPPER TRIASSIC CHINLE GROUP, WEST TEXAS, USA",20
20354, MNA V3195 ,"REVISION OF THE ARCHOSAUROMORPH REPTILE TRILOPHOSAURUS, WITH A DESCRIPTION OF THE FIRST SKULL OF TRILOPHOSAURUS JACOBSI, FROM THE UPPER TRIASSIC CHINLE GROUP, WEST TEXAS, USA,REVISION OF THE ARCHOSAUROMORPH REPTILE TRILOPHOSAURUS, WITH A DESCRIPTION OF THE FIRST SKULL OF TRILOPHOSAURUS JACOBSI, FROM THE UPPER TRIASSIC CHINLE GROUP, WEST TEXAS, USA",20
20355, MNA V3193 ,"REVISION OF THE ARCHOSAUROMORPH REPTILE TRILOPHOSAURUS, WITH A DESCRIPTION OF THE FIRST SKULL OF TRILOPHOSAURUS JACOBSI, FROM THE UPPER TRIASSIC CHINLE GROUP, WEST TEXAS, USA,REVISION OF THE ARCHOSAUROMORPH REPTILE TRILOPHOSAURUS, WITH A DESCRIPTION OF THE FIRST SKULL OF TRILOPHOSAURUS JACOBSI, FROM THE UPPER TRIASSIC CHINLE GROUP, WEST TEXAS, USA,REVISION OF THE ARCHOSAUROMORPH REPTILE TRILOPHOSAURUS, WITH A DESCRIPTION OF THE FIRST SKULL OF TRILOPHOSAURUS JACOBSI, FROM THE UPPER TRIASSIC CHINLE GROUP, WEST TEXAS, USA",20
20360, NMMNH P 34073 NMMNH locality 1430 NMMNH P 34447 NMMNH locality 2739 ,"REVISION OF THE ARCHOSAUROMORPH REPTILE TRILOPHOSAURUS, WITH A DESCRIPTION OF THE FIRST SKULL OF TRILOPHOSAURUS JACOBSI, FROM THE UPPER TRIASSIC CHINLE GROUP, WEST TEXAS, USA",20
20363, MNA V9494 ,"REVISION OF THE ARCHOSAUROMORPH REPTILE TRILOPHOSAURUS, WITH A DESCRIPTION OF THE FIRST SKULL OF TRILOPHOSAURUS JACOBSI, FROM THE UPPER TRIASSIC CHINLE GROUP, WEST TEXAS, USA,REVISION OF THE ARCHOSAUROMORPH REPTILE TRILOPHOSAURUS, WITH A DESCRIPTION OF THE FIRST SKULL OF TRILOPHOSAURUS JACOBSI, FROM THE UPPER TRIASSIC CHINLE GROUP, WEST TEXAS, USA",20
20400, MNA V3194 ,"REVISION OF THE ARCHOSAUROMORPH REPTILE TRILOPHOSAURUS, WITH A DESCRIPTION OF THE FIRST SKULL OF TRILOPHOSAURUS JACOBSI, FROM THE UPPER TRIASSIC CHINLE GROUP, WEST TEXAS, USA",20
20409, MNA V3197 ,"REVISION OF THE ARCHOSAUROMORPH REPTILE TRILOPHOSAURUS, WITH A DESCRIPTION OF THE FIRST SKULL OF TRILOPHOSAURUS JACOBSI, FROM THE UPPER TRIASSIC CHINLE GROUP, WEST TEXAS, USA,REVISION OF THE ARCHOSAUROMORPH REPTILE TRILOPHOSAURUS, WITH A DESCRIPTION OF THE FIRST SKULL OF TRILOPHOSAURUS JACOBSI, FROM THE UPPER TRIASSIC CHINLE GROUP, WEST TEXAS, USA",20
20415, MNA V3198 MNA V3197 ,"REVISION OF THE ARCHOSAUROMORPH REPTILE TRILOPHOSAURUS, WITH A DESCRIPTION OF THE FIRST SKULL OF TRILOPHOSAURUS JACOBSI, FROM THE UPPER TRIASSIC CHINLE GROUP, WEST TEXAS, USA",20
20431, MNA V3199 ,"REVISION OF THE ARCHOSAUROMORPH REPTILE TRILOPHOSAURUS, WITH A DESCRIPTION OF THE FIRST SKULL OF TRILOPHOSAURUS JACOBSI, FROM THE UPPER TRIASSIC CHINLE GROUP, WEST TEXAS, USA",20
20444, MNA V9495 ,"REVISION OF THE ARCHOSAUROMORPH REPTILE TRILOPHOSAURUS, WITH A DESCRIPTION OF THE FIRST SKULL OF TRILOPHOSAURUS JACOBSI, FROM THE UPPER TRIASSIC CHINLE GROUP, WEST TEXAS, USA",20
20450, NMMNH P 41400 ,"REVISION OF THE ARCHOSAUROMORPH REPTILE TRILOPHOSAURUS, WITH A DESCRIPTION OF THE FIRST SKULL OF TRILOPHOSAURUS JACOBSI, FROM THE UPPER TRIASSIC CHINLE GROUP, WEST TEXAS, USA,REVISION OF THE ARCHOSAUROMORPH REPTILE TRILOPHOSAURUS, WITH A DESCRIPTION OF THE FIRST SKULL OF TRILOPHOSAURUS JACOBSI, FROM THE UPPER TRIASSIC CHINLE GROUP, WEST TEXAS, USA",20
20457, NMMNH P 41400 preserves ,"REVISION OF THE ARCHOSAUROMORPH REPTILE TRILOPHOSAURUS, WITH A DESCRIPTION OF THE FIRST SKULL OF TRILOPHOSAURUS JACOBSI, FROM THE UPPER TRIASSIC CHINLE GROUP, WEST TEXAS, USA",20
20460, NMMNH P 41400 lacks ,"REVISION OF THE ARCHOSAUROMORPH REPTILE TRILOPHOSAURUS, WITH A DESCRIPTION OF THE FIRST SKULL OF TRILOPHOSAURUS JACOBSI, FROM THE UPPER TRIASSIC CHINLE GROUP, WEST TEXAS, USA",20
20535, NMMNH P 29959 ,"REVISION OF THE ARCHOSAUROMORPH REPTILE TRILOPHOSAURUS, WITH A DESCRIPTION OF THE FIRST SKULL OF TRILOPHOSAURUS JACOBSI, FROM THE UPPER TRIASSIC CHINLE GROUP, WEST TEXAS, USA,REVISION OF THE ARCHOSAUROMORPH REPTILE TRILOPHOSAURUS, WITH A DESCRIPTION OF THE FIRST SKULL OF TRILOPHOSAURUS JACOBSI, FROM THE UPPER TRIASSIC CHINLE GROUP, WEST TEXAS, USA,REVISION OF THE ARCHOSAUROMORPH REPTILE TRILOPHOSAURUS, WITH A DESCRIPTION OF THE FIRST SKULL OF TRILOPHOSAURUS JACOBSI, FROM THE UPPER TRIASSIC CHINLE GROUP, WEST TEXAS, USA",20
20542, NMMNH P 29959 is ,"REVISION OF THE ARCHOSAUROMORPH REPTILE TRILOPHOSAURUS, WITH A DESCRIPTION OF THE FIRST SKULL OF TRILOPHOSAURUS JACOBSI, FROM THE UPPER TRIASSIC CHINLE GROUP, WEST TEXAS, USA",20
20543, NMMNH P 29959 than TMM specimens ,"REVISION OF THE ARCHOSAUROMORPH REPTILE TRILOPHOSAURUS, WITH A DESCRIPTION OF THE FIRST SKULL OF TRILOPHOSAURUS JACOBSI, FROM THE UPPER TRIASSIC CHINLE GROUP, WEST TEXAS, USA",20
20544, NMMNH P 29959 are ,"REVISION OF THE ARCHOSAUROMORPH REPTILE TRILOPHOSAURUS, WITH A DESCRIPTION OF THE FIRST SKULL OF TRILOPHOSAURUS JACOBSI, FROM THE UPPER TRIASSIC CHINLE GROUP, WEST TEXAS, USA",20
20546, NMMNH P 29960 ,"REVISION OF THE ARCHOSAUROMORPH REPTILE TRILOPHOSAURUS, WITH A DESCRIPTION OF THE FIRST SKULL OF TRILOPHOSAURUS JACOBSI, FROM THE UPPER TRIASSIC CHINLE GROUP, WEST TEXAS, USA,REVISION OF THE ARCHOSAUROMORPH REPTILE TRILOPHOSAURUS, WITH A DESCRIPTION OF THE FIRST SKULL OF TRILOPHOSAURUS JACOBSI, FROM THE UPPER TRIASSIC CHINLE GROUP, WEST TEXAS, USA",20
20547, NMMNH P 29959 as ,"REVISION OF THE ARCHOSAUROMORPH REPTILE TRILOPHOSAURUS, WITH A DESCRIPTION OF THE FIRST SKULL OF TRILOPHOSAURUS JACOBSI, FROM THE UPPER TRIASSIC CHINLE GROUP, WEST TEXAS, USA",20
20552, NMMNH P 29959 and ,"REVISION OF THE ARCHOSAUROMORPH REPTILE TRILOPHOSAURUS, WITH A DESCRIPTION OF THE FIRST SKULL OF TRILOPHOSAURUS JACOBSI, FROM THE UPPER TRIASSIC CHINLE GROUP, WEST TEXAS, USA",20
20613, MNA V7064 ,"REVISION OF THE ARCHOSAUROMORPH REPTILE TRILOPHOSAURUS, WITH A DESCRIPTION OF THE FIRST SKULL OF TRILOPHOSAURUS JACOBSI, FROM THE UPPER TRIASSIC CHINLE GROUP, WEST TEXAS, USA,REVISION OF THE ARCHOSAUROMORPH REPTILE TRILOPHOSAURUS, WITH A DESCRIPTION OF THE FIRST SKULL OF TRILOPHOSAURUS JACOBSI, FROM THE UPPER TRIASSIC CHINLE GROUP, WEST TEXAS, USA,REVISION OF THE ARCHOSAUROMORPH REPTILE TRILOPHOSAURUS, WITH A DESCRIPTION OF THE FIRST SKULL OF TRILOPHOSAURUS JACOBSI, FROM THE UPPER TRIASSIC CHINLE GROUP, WEST TEXAS, USA,REVISION OF THE ARCHOSAUROMORPH REPTILE TRILOPHOSAURUS, WITH A DESCRIPTION OF THE FIRST SKULL OF TRILOPHOSAURUS JACOBSI, FROM THE UPPER TRIASSIC CHINLE GROUP, WEST TEXAS, USA",20
20636, MNA V3192 ,"REVISION OF THE ARCHOSAUROMORPH REPTILE TRILOPHOSAURUS, WITH A DESCRIPTION OF THE FIRST SKULL OF TRILOPHOSAURUS JACOBSI, FROM THE UPPER TRIASSIC CHINLE GROUP, WEST TEXAS, USA",20
20642, NMMNH P 41400 NMMNH locality 3775 ,"REVISION OF THE ARCHOSAUROMORPH REPTILE TRILOPHOSAURUS, WITH A DESCRIPTION OF THE FIRST SKULL OF TRILOPHOSAURUS JACOBSI, FROM THE UPPER TRIASSIC CHINLE GROUP, WEST TEXAS, USA",20
20656, CASE 1922 ,"Redescription of Spinosuchus caseanus (Archosauromorpha: Trilophosauridae) from the Upper Triassic of North America,Redescription of Spinosuchus caseanus (Archosauromorpha: Trilophosauridae) from the Upper Triassic of North America",21
20667, UMMP 7507 CASE 1922 ,Redescription of Spinosuchus caseanus (Archosauromorpha: Trilophosauridae) from the Upper Triassic of North America,21
20669, CASE 1922 CASE 1922 ,"Redescription of Spinosuchus caseanus (Archosauromorpha: Trilophosauridae) from the Upper Triassic of North America,Redescription of Spinosuchus caseanus (Archosauromorpha: Trilophosauridae) from the Upper Triassic of North America",21
20674, UMMP 7507 ,"Redescription of Spinosuchus caseanus (Archosauromorpha: Trilophosauridae) from the Upper Triassic of North America,Redescription of Spinosuchus caseanus (Archosauromorpha: Trilophosauridae) from the Upper Triassic of North America,Redescription of Spinosuchus caseanus (Archosauromorpha: Trilophosauridae) from the Upper Triassic of North America,Redescription of Spinosuchus caseanus (Archosauromorpha: Trilophosauridae) from the Upper Triassic of North America",21
20677, UMMP 8870 UMMP 8870 UMMP 3396 UMMP 7277 ,Redescription of Spinosuchus caseanus (Archosauromorpha: Trilophosauridae) from the Upper Triassic of North America,21
20681, UMMP 8870 UMMP 7277 ,Redescription of Spinosuchus caseanus (Archosauromorpha: Trilophosauridae) from the Upper Triassic of North America,21
20691, NMMNH locality ,Redescription of Spinosuchus caseanus (Archosauromorpha: Trilophosauridae) from the Upper Triassic of North America,21
20693, RAUHUT 2003 ,Redescription of Spinosuchus caseanus (Archosauromorpha: Trilophosauridae) from the Upper Triassic of North America,21
20694, NESBITT et ,Redescription of Spinosuchus caseanus (Archosauromorpha: Trilophosauridae) from the Upper Triassic of North America,21
20713, NMMNH P 57852 NMMNH L 3775 ,Redescription of Spinosuchus caseanus (Archosauromorpha: Trilophosauridae) from the Upper Triassic of North America,21
20753, NMMNH P 57859 NMMNH P 57857 ,Redescription of Spinosuchus caseanus (Archosauromorpha: Trilophosauridae) from the Upper Triassic of North America,21
20807, WILSON 1999 ,Redescription of Spinosuchus caseanus (Archosauromorpha: Trilophosauridae) from the Upper Triassic of North America,21
20915, NMMNH L 3775 ,"Redescription of Spinosuchus caseanus (Archosauromorpha: Trilophosauridae) from the Upper Triassic of North America,Redescription of Spinosuchus caseanus (Archosauromorpha: Trilophosauridae) from the Upper Triassic of North America,Redescription of Spinosuchus caseanus (Archosauromorpha: Trilophosauridae) from the Upper Triassic of North America,Redescription of Spinosuchus caseanus (Archosauromorpha: Trilophosauridae) from the Upper Triassic of North America",21
20916, NMMNH P 57854 57856 NMMNH P 57853 NMMNH P 57859 NMMNH P 57852 ,Redescription of Spinosuchus caseanus (Archosauromorpha: Trilophosauridae) from the Upper Triassic of North America,21
20917, NMMNH P 57859 were ,Redescription of Spinosuchus caseanus (Archosauromorpha: Trilophosauridae) from the Upper Triassic of North America,21
20920, NMMNH P 57856 is ,Redescription of Spinosuchus caseanus (Archosauromorpha: Trilophosauridae) from the Upper Triassic of North America,21
20923, NMMNH P 57855 is ,Redescription of Spinosuchus caseanus (Archosauromorpha: Trilophosauridae) from the Upper Triassic of North America,21
20939, NMMNH P 57854 preserves ,Redescription of Spinosuchus caseanus (Archosauromorpha: Trilophosauridae) from the Upper Triassic of North America,21
20940, NMMNH P 57855 NMMNH P 57855 ,Redescription of Spinosuchus caseanus (Archosauromorpha: Trilophosauridae) from the Upper Triassic of North America,21
